number,state,created,closed,type,component_v1,root_cause_v1,severity_v1,confidence_v1,refined,component_v2,root_cause_v2,severity_v2,confidence_v2,fix_reason,note
1358,CLOSED,2026-05-23,2026-05-27,defect,plugins-wasm,design-gap-other,degraded,high,yes,plugins-wasm,design-gap-other,degraded,high,"parse_format ignores format_handlers; repositories.rs fallback; PR1359","WASM plugin formats rejected at repo create; parse_format static enum doesn't consult format_handlers table."
1360,CLOSED,2026-05-23,2026-05-30,defect,format-oci-docker,format-compat,wrong-result,med,yes,format-oci-docker,format-compat,wrong-result,high,"oci_v2/proxy_service supplement Accept for ghcr OCI index; PR1519","Some ghcr.io images fail to pull through remote OCI proxy with 'not found' while others work."
1361,CLOSED,2026-05-23,2026-05-23,release-task,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Release tracking: cut v1.2.0-rc.2 with version bump and CHANGELOG."
1363,CLOSED,2026-05-23,2026-05-23,defect,ci-cd-release,build-ci,none,high,yes,ci-cd-release,build-ci,none,high,"e2e-setup.sh POSIX-shell shebang fix; PR1364","e2e-setup.sh uses bash-only syntax with #!/bin/sh shebang; fails under Alpine dash, breaking smoke E2E."
1365,CLOSED,2026-05-24,2026-05-29,defect,format-maven,inv-cache-correctness,wrong-result,high,yes,format-maven,inv-cache-correctness,wrong-result,high,"proxy_service.rs skip caching zero-byte upstream POM; PR1489","Maven remote proxy serves zero-byte cached POM (HEAD creates empty cache object) breaking Gradle resolution."
1366,CLOSED,2026-05-24,2026-05-26,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,low,"PR1387 repositories.rs pins /members sub-router shape; bug did not reproduce at rc.2, keep current","Virtual-repo /members endpoints return 404 after PR #1281 changed create semantics; handlers unmounted."
1367,CLOSED,2026-05-24,2026-05-24,defect,webhooks,config-error,degraded,high,no,webhooks,config-error,degraded,,,"Webhook subsystem broken in release-gate deploy; tied to invalid/unset AK_WEBHOOK_SECRET_KEY (#1350)."
1368,CLOSED,2026-05-24,2026-05-26,defect,api-routing,error-handling,degraded,high,yes,api-routing,error-handling,degraded,high,"PR1381 api/extractors.rs maps JsonRejection 422->400 envelope; api-routing/error-handling correct","Malformed JSON bodies return Axum default 422 instead of consistent 400 error envelope."
1369,CLOSED,2026-05-24,2026-05-26,defect,auth-rbac-sso,auth-logic,security,high,yes,auth-rbac-sso,auth-logic,security,high,"PR1383 handlers/sso.rs validates callback state before IdP exchange; auth-logic/security","OIDC callback runs IdP exchange before state validation; empty state returns 401 not 400."
1370,CLOSED,2026-05-24,2026-05-26,defect,auth-rbac-sso,auth-logic,wrong-result,high,yes,auth-rbac-sso,auth-logic,wrong-result,high,"PR1389 totp.rs+auth middleware/service preserve caller session on TOTP disable; auth-logic","POST totp/disable returns 401 with correct creds; profile totp_enabled blanks out."
1371,CLOSED,2026-05-24,2026-05-26,defect,auth-rbac-sso,inv-cache-correctness,security,high,yes,auth-rbac-sso,inv-cache-correctness,security,high,"PR1390 middleware/auth.rs invalidates credential cache on deactivation; cache-correctness/security","Deactivated user's API token still accepted after 30s; is_active cache not invalidated on deactivation."
1372,CLOSED,2026-05-24,2026-05-26,defect,search-indexing,validation-input,wrong-result,high,yes,search-indexing,validation-input,wrong-result,high,"PR1384 search handler/service honor limit=0 and sort_order; validation-input","Search limit=0 treated as unset; sort_order ignored for sort_by=size."
1373,CLOSED,2026-05-24,2026-05-26,defect,sbom-scanning,db-schema-query,degraded,high,yes,sbom-scanning,db-schema-query,degraded,low,"PR1388 scanner_service.rs restores find_reusable_scan short-circuit; dedup logic, keep current","Scan dedup find_reusable_scan doesn't short-circuit on identical bytes, re-running full scans."
1374,CLOSED,2026-05-24,2026-05-26,defect,sbom-scanning,db-schema-query,wrong-result,high,yes,sbom-scanning,db-schema-query,wrong-result,med,"PR1386 policy_service.rs partial UPDATE dropped fields; read-modify-write fix, db-schema-query","PUT security policies only persists first changed field; is_enabled not updated."
1375,CLOSED,2026-05-24,2026-05-27,defect,sbom-scanning,validation-input,wrong-result,high,yes,sbom-scanning,validation-input,wrong-result,high,"PR1385 sbom.rs CVE regex rejected valid IDs + trends filter; validation-input","CVE history endpoint rejects valid CVE IDs with 400; trends returns all zeros."
1376,CLOSED,2026-05-24,2026-05-26,defect,api-routing,error-handling,wrong-result,high,yes,api-routing,error-handling,wrong-result,med,"PR1382 promotion.rs reorders gate eval before staging check; error precedence/error-handling","Promotion staging-repo check fires before quality-gate evaluation; wrong error precedence."
1377,CLOSED,2026-05-24,2026-05-26,defect,proxy-remote,format-compat,wrong-result,high,no,proxy-remote,format-compat,wrong-result,,,"Proxy regressions: npm scoped tarball, pypi simple root index/cache, single-flight returns 502 under contention."
1378,CLOSED,2026-05-24,2026-05-24,defect,ci-cd-release,build-ci,none,med,no,ci-cd-release,build-ci,none,,,"chart-upgrade-smoke web deployment times out during 1.1.x->1.2.x upgrade scenario."
1379,CLOSED,2026-05-24,2026-05-24,defect,ci-cd-release,test-infra,none,high,yes,ci-cd-release,test-infra,none,high,"PR190 release-gate.yml fixed Trivy pod label selector; CI/test-infra, the bug was the gate","pinned-cve-gate pre-flight fails because Trivy pod not installed in release-gate test namespace."
1394,OPEN,2026-05-24,"",refactor,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Unify credential-change session invalidation; fold TokenIat into AuthExtension, separate audit vs watermark."
1395,CLOSED,2026-05-25,2026-05-29,enhancement,sbom-scanning,n/a,cosmetic,med,no,sbom-scanning,n/a,cosmetic,,,"Dependency-Track UI shows inconsistent 'disabled' vs 'unavailable' messaging when DT disabled."
1396,CLOSED,2026-05-26,2026-06-02,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Add optional OIDC_NAME env var for env-based OIDC bootstrap provider name."
1398,CLOSED,2026-05-26,2026-05-27,defect,format-maven,format-compat,wrong-result,high,yes,format-maven,format-compat,wrong-result,high,"PR1399 maven_proxy.rs+formats/maven.rs serve classifier JARs from virtual; format-compat","Maven virtual repos return 404 for classified JAR artifacts present in local members"
1400,CLOSED,2026-05-26,2026-05-29,defect,format-npm,format-compat,degraded,high,yes,format-npm,format-compat,degraded,high,"PR1510 npm.rs adds /-/npm/v1/security/advisories endpoints; format-compat","npm audit fails: missing /-/npm/v1/security/advisories/bulk endpoint returns 404"
1401,CLOSED,2026-05-26,2026-05-30,defect,migration-import,inv-streaming,outage-oom,med,no,migration-import,inv-streaming,outage-oom,,,"Forward-port migration reliability: delta refiltering, duplicate items, large transfers OOM/hang AK"
1404,OPEN,2026-05-26,"",enhancement,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Two-tier proxy cache: skip __cache_meta__.json for immutable artifacts to avoid daily re-fetch/re-write"
1405,CLOSED,2026-05-26,2026-05-30,defect,auth-rbac-sso,concurrency-race,degraded,med,yes,auth-rbac-sso,concurrency-race,degraded,high,"PR1508 sso.rs sets auth cookies on callback redirect; multi-replica race, concurrency-race","SSO callback transient /auth/me 401 with multi-replica backend clears user and redirects to login"
1407,CLOSED,2026-05-26,2026-05-30,defect,format-oci-docker,inv-lifecycle-gc,data-loss,high,yes,format-oci-docker,inv-lifecycle-gc,degraded,med,"PR1406 lifecycle_service.rs cascades oci_tags so GC reclaims; storage leak not loss, severity->degraded","Lifecycle policies don't cascade oci_tags removal; storage GC never reclaims soft-deleted manifests"
1408,OPEN,2026-05-26,"",defect,format-oci-docker,inv-lifecycle-gc,data-loss,high,no,format-oci-docker,inv-lifecycle-gc,data-loss,,,"OCI blob layer GC missing: oci_blobs rows and blob storage objects never reclaimed; 403GB leaked"
1410,OPEN,2026-05-26,"",test,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Add HTTP-level integration test for OCI upload Range response header to guard inclusive-range regression"
1413,OPEN,2026-05-26,"",refactor,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Extract shared oci-manifests/ storage_key prefix constant; hardcoded in 3 places that can drift"
1414,CLOSED,2026-05-26,2026-05-27,enhancement,format-maven,n/a,none,med,no,format-maven,n/a,none,,,"Maven virtual classifier fallback follow-ups: text_pattern_ops index, parser edge cases, quarantine gating"
1417,OPEN,2026-05-26,"",refactor,sbom-scanning,n/a,none,med,no,sbom-scanning,n/a,none,,,"Refactor allowed_repo_ids Option<&[Uuid]> to AccessScope enum to avoid None-leaks-all-CVEs footgun"
1418,OPEN,2026-05-26,"",security-hardening,format-pypi,n/a,none,med,no,format-pypi,n/a,none,,,"html_escape should include apostrophe; audit handler parsers for spawn_blocking on large bodies"
1421,CLOSED,2026-05-27,2026-05-29,feature,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"OCI virtual repo manifest+blob delegation through member proxies; tracking issue closed by PR #1419"
1422,CLOSED,2026-05-27,2026-05-30,defect,migration-import,inv-streaming,outage-oom,high,yes,migration-import,inv-streaming,outage-oom,high,"PR1512 migration_worker+clients add download_artifact_stream; inv-streaming/oom","download_artifact buffers full Bytes; should stream into temp file; 10GB artifact OOMs AK host"
1423,OPEN,2026-05-27,"",security-hardening,migration-import,n/a,none,med,no,migration-import,n/a,none,,,"download_response_with_fallback SSRF check should layer on centralized validate_outbound_url"
1424,OPEN,2026-05-27,"",enhancement,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Make OCI virtual negative cache TTL and max entries configurable instead of hardcoded constants"
1425,OPEN,2026-05-27,"",refactor,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Extract oci_digest helper module from oci_v2.rs; inlined digest verification in 3+ places"
1426,CLOSED,2026-05-27,2026-05-30,defect,sbom-scanning,design-gap-other,wrong-result,med,yes,sbom-scanning,design-gap-other,wrong-result,high,"PR1520 sbom.rs wires Security tab to scan_findings, deprecates cve_history; design-gap","Security tab reads never-populated cve_history table; always shows no vulns; data-model decision needed"
1427,CLOSED,2026-05-27,2026-05-28,defect,sbom-scanning,path-normalization,wrong-result,high,yes,sbom-scanning,path-normalization,wrong-result,med,"PR1428 incus_scanner.rs probes rootfs paths + hardens extraction; path-normalization","Incus scanner: incus-export backups report zero findings; failed scan wedges workspace; setgid bits block cleanup"
1429,OPEN,2026-05-27,"",refactor,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"incus_scanner duplicates workspace-prep instead of shared ScanWorkspace; architecture discussion, no code change"
1430,CLOSED,2026-05-27,2026-05-28,defect,storage-cas,inv-streaming,outage-oom,high,yes,storage-cas,inv-streaming,outage-oom,high,"PR1431 storage/gcs.rs overrides get_stream/put_stream resumable; inv-streaming/oom","GcsBackend buffers whole artifacts in heap (no streaming get/put); multi-GiB uploads/scans OOM the pod"
1432,CLOSED,2026-05-27,2026-05-30,defect,observability,performance-scaling,degraded,low,yes,config-deploy,config-error,degraded,high,"PR1517 docker-compose.yml+.env make DependencyTrack opt-in; deploy default, not backend/observability","Fresh docker-compose deployment shows constant high CPU/IO under zero load"
1433,CLOSED,2026-05-27,2026-05-30,defect,format-conan,format-compat,wrong-result,high,yes,format-conan,auth-logic,wrong-result,high,"PR1488 conan.rs mints real JWT in users_authenticate so Bearer validates; auth-logic not format-compat","Conan authenticate returns base64 basic-auth string not valid as Bearer token; privileged requests 401"
1434,CLOSED,2026-05-27,2026-05-29,defect,auth-rbac-sso,config-error,degraded,med,yes,auth-rbac-sso,config-error,degraded,med,"PR1486 main.rs+.env.example add bootstrap_ldap_from_env; LDAP_* env ignored, config bootstrap gap","LDAP_* env vars ignored on docker-compose startup; SSO provider not bootstrapped from .env (UI config works)"
1435,CLOSED,2026-05-27,2026-05-28,defect,proxy-remote,validation-input,security,high,yes,proxy-remote,validation-input,security,high,"PR1455 validation.rs/webhooks.rs/proxy_service.rs block RFC1918 SSRF in outbound URL validator","SSRF: outbound URL validator accepts RFC1918 addresses for remote-proxy upstream and webhook URLs"
1436,CLOSED,2026-05-27,2026-05-27,defect,auth-rbac-sso,auth-logic,security,high,yes,auth-rbac-sso,auth-logic,security,high,"PR1450 auth_service.rs bumps invalidation watermark; strict < now rejects same-second pre-rotation JWTs","Old JWTs still accepted after password change; CREDENTIAL_INVALIDATIONS no longer blocks pre-rotation tokens"
1437,CLOSED,2026-05-27,2026-05-28,defect,rate-limiting,performance-scaling,degraded,med,yes,rate-limiting,performance-scaling,degraded,low,"PR1455 bundle; 5xx above ~10 concurrent, pool/semaphore limit; ambiguous wide diff, keep current","Backend returns 5xx above ~10 concurrent requests instead of queueing/503/429; hard internal limit"
1438,CLOSED,2026-05-27,2026-05-28,defect,api-routing,error-handling,wrong-result,high,yes,api-routing,error-handling,wrong-result,med,"PR1455 error.rs/permissions.rs/repositories.rs/sbom.rs fix 500->403/401/4xx error codes","Wrong error codes: permissions 500 vs 403, repos unauth 400 vs 401, sbom cve-status 500 DATABASE_ERROR"
1439,CLOSED,2026-05-27,2026-05-28,defect,api-routing,error-handling,degraded,med,yes,api-routing,error-handling,degraded,med,"PR1455 lifecycle_service.rs fixes create-connection 500 and max_versions schema","Lifecycle: create-connection returns 500 unconditionally; max_versions config schema changed requiring nested keep"
1440,CLOSED,2026-05-27,2026-05-28,defect,edge-replication,inv-coordination,degraded,med,yes,edge-replication,inv-coordination,degraded,med,"PR1455 peers.rs/peer_instance_service.rs/sync_worker.rs mesh failover, filter persist, run-now","Mesh federation: peer failover exceeds 90s budget, scheduled-sync filter not persisted, run-now endpoint 404"
1441,CLOSED,2026-05-27,2026-05-28,defect,format-incus,error-handling,wrong-result,med,yes,format-incus,error-handling,wrong-result,med,"PR1455 incus.rs fixes download 500 from storage-path mismatch","Incus format download returns HTTP 500; possibly related to hardcoded /incus/ prefix in URL builders."
1442,CLOSED,2026-05-27,2026-05-28,defect,format-conan,concurrency-race,degraded,med,yes,format-conan,concurrency-race,degraded,low,"PR1455 bundle; conan concurrent ops ~50% fail; handler contention, keep current","Conan concurrent operations fail at ~50-60% under moderate concurrency; likely handler lock contention."
1443,CLOSED,2026-05-27,2026-05-28,defect,format-npm,path-normalization,wrong-result,high,yes,format-npm,path-normalization,wrong-result,high,"PR1455 npm.rs fixes /-/ tarball path vs stored version path lookup mismatch","npm upload path uses /-/ but backend stores version path; lookup-by-path fails to resolve UUID, cascading scan failures."
1444,CLOSED,2026-05-27,2026-05-28,defect,virtual-repo,path-normalization,wrong-result,med,yes,virtual-repo,path-normalization,wrong-result,med,"PR1455 repositories.rs/maven.rs fix virtual /members router and Maven SNAPSHOT via virtual","Follow-up: virtual-repo /members sub-router still 404; Maven SNAPSHOT/JAR/metadata via virtual repo also 404."
1445,CLOSED,2026-05-27,2026-05-28,defect,proxy-remote,inv-cache-correctness,wrong-result,high,yes,proxy-remote,inv-cache-correctness,wrong-result,high,"PR1455 proxy_service.rs/proxy_helpers.rs fix cache persist after fetch and 502 leak","Follow-up: cached upstream artifacts missing after fetch, concurrent pullthrough 502 leak, scoped npm tarballs still failing."
1446,CLOSED,2026-05-27,2026-05-28,defect,sbom-scanning,design-gap-other,wrong-result,med,yes,sbom-scanning,error-handling,wrong-result,low,"PR1455 sbom.rs/sbom_service.rs fix trends aggregate response shape; shape mismatch=error-handling not design-gap","Follow-up: SBOM trends aggregate response shape still doesn't match release-gate reproducer after #1385 fix."
1447,CLOSED,2026-05-27,2026-05-30,defect,format-debian-rpm,design-gap-other,wrong-result,high,yes,format-debian-rpm,design-gap-other,wrong-result,high,"PR1507 rpm.rs adds upstream repodata/package proxying for Remote repos; feature was absent","RPM repomd_xml handler only considers local packages, not proxied upstream, so RPM proxy returns no packages."
1449,CLOSED,2026-05-27,2026-05-30,defect,format-oci-docker,inv-streaming,degraded,high,yes,format-oci-docker,inv-streaming,degraded,high,"PR1521 oci_v2.rs streams blob uploads to temp file instead of buffering large bodies","OCI blob uploads buffer full body and rewrite through backend instead of streaming to storage; ~1GB push takes a minute."
1451,CLOSED,2026-05-27,2026-05-30,defect,format-swift-other,format-compat,wrong-result,med,yes,format-swift-other,format-compat,wrong-result,high,"PR1506 ansible.rs adds Galaxy API discovery and CLI upload acceptance; ansible maps to swift-other","Ansible format incompatible with ansible-galaxy; API version discovery 404s, behaves like generic; possibly placeholder impl."
1452,CLOSED,2026-05-27,2026-05-28,defect,sbom-scanning,inv-streaming,outage-oom,high,yes,sbom-scanning,inv-streaming,outage-oom,high,"PR1453 scanner_service.rs streams scan input to mmap Bytes instead of heap get() to avoid OOM","Scanner fetch_artifact_content uses storage.get() buffering whole artifact in heap; multi-GiB scans OOM-kill backend."
1454,OPEN,2026-05-28,"",feature,format-incus,n/a,none,high,no,format-incus,n/a,none,,,"Request to accept .tar.zst as native incus image extension plus zstd binary in runtime image."
1457,CLOSED,2026-05-28,2026-05-30,defect,format-nuget,db-schema-query,wrong-result,high,yes,api-routing,data-integrity,wrong-result,med,"PR1456 migration 113 + packages.rs/package_service.rs dedup rows; cross-format packages API, not nuget-specific","Packages catalog creates one row per version instead of one package with version history; also lexicographic version sort bug."
1465,CLOSED,2026-05-28,2026-05-29,defect,config-deploy,build-ci,degraded,high,yes,sbom-scanning,error-handling,degraded,high,"PR1495 grype_scanner.rs detects missing binary via spawn ErrorKind; product bug not config/build-ci","Grype binary missing from backend docker image; all on-demand Grype scans fail with 'Grype binary not available'."
1466,CLOSED,2026-05-28,2026-05-29,defect,sbom-scanning,config-error,degraded,med,yes,sbom-scanning,config-error,degraded,high,"PR1509 openscap-wrapper.py default OPENSCAP_ALLOWED_SCAN_DIRS missing /scan-workspace; broken default config","OpenSCAP scanner returns HTTP 400 'scan path not found or not allowed'; backend doesn't log rejected path or allowed bases."
1467,CLOSED,2026-05-28,2026-05-30,defect,sbom-scanning,design-gap-other,degraded,high,yes,sbom-scanning,design-gap-other,degraded,high,"PR1468 scanner_service.rs spawn_scan_on_upload helper; trigger missing from all format handlers","scan_on_upload only fires from generic upload path; all format-native handlers bypass it, so auto-scan never triggers."
1469,CLOSED,2026-05-28,2026-05-30,defect,sbom-scanning,inv-cache-correctness,wrong-result,high,yes,sbom-scanning,inv-cache-correctness,wrong-result,high,"PR1514 scanner_service/scan_result_service dedup reuses zero-finding completed rows; cache correctness","Scan dedup TTL reuses completed-but-zero-finding rows from silently-broken scans, masking re-scans after fixes for 30 days."
1470,OPEN,2026-05-28,"",enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Scanner 'does not apply to format' renders as red 'failed'; request distinct not_applicable/skipped terminal status."
1471,CLOSED,2026-05-28,2026-05-30,defect,format-incus,inv-streaming,data-loss,high,yes,format-incus,inv-streaming,data-loss,high,"PR1494/1524 incus.rs upload routed through StorageBackend::put_stream instead of local fs rename","Incus uploads use local fs rename, bypass StorageBackend on GCS/S3; artifacts lost on pod restart/multi-replica; fix exposes streaming."
1472,CLOSED,2026-05-28,2026-05-30,defect,sbom-scanning,error-handling,degraded,high,yes,sbom-scanning,error-handling,degraded,high,"PR1511 dependency_track_service.rs surfaces swallowed 401/403 instead of warn-only","DT SBOM submission swallows auth/403 failures with only warn log; no metric/UI signal; required DT team perms undocumented."
1473,OPEN,2026-05-28,"",enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Auth asymmetry: /api/v1 needs Bearer, format endpoints accept Basic-with-token; request docs + 401 hint, not a bug."
1474,CLOSED,2026-05-28,2026-05-30,defect,sbom-scanning,validation-input,wrong-result,high,yes,sbom-scanning,validation-input,wrong-result,high,"PR1475 sbom_service.rs routes non-SPDX license to license.name; whole-BOM 400 rejection","SBOM emits license.id for non-SPDX strings; DependencyTrack 400s whole BOM, swallowed silently, leaving DT empty on every install."
1476,CLOSED,2026-05-29,2026-05-30,defect,format-incus,db-schema-query,wrong-result,high,yes,format-incus,design-gap-other,wrong-result,med,"PR1477 incus.rs adds missing PackageService call; missing service wiring not a schema/query issue","Incus upload writes artifacts row directly but never calls PackageService, so images never appear in Packages tab."
1479,CLOSED,2026-05-29,2026-05-29,defect,ci-cd-release,design-gap-other,wrong-result,med,yes,ci-cd-release,design-gap-other,wrong-result,low,"PR1478 umbrella release-gate recovery bundle spanning many handlers/services","Umbrella release-gate backend recovery: virtual members, concurrent-PUT deadlock, webhook 500, pullthrough, permissions, scan/cve regressions."
1480,CLOSED,2026-05-29,2026-05-30,defect,sbom-scanning,config-error,degraded,med,yes,sbom-scanning,config-error,degraded,med,"PR1501 config.rs makes DEPENDENCY_TRACK_ENABLED single source; config-derived status mismatch","Dependency-Track health check passes but Security Dashboard shows unavailable; HTTP base_url blocked without ALLOW_HTTP_INTEGRATIONS."
1481,CLOSED,2026-05-29,2026-05-29,defect,api-routing,design-gap-other,wrong-result,med,yes,api-routing,design-gap-other,wrong-result,low,"PR1482 umbrella gate-recovery bundle: auth, proxy, migration, webhooks across many files","Umbrella gate-recovery bundle: permissions 500->403, grype alias, pullthrough 502 leak, virtual fetch, twine 401, webhook index, migration fixes."
1483,CLOSED,2026-05-29,2026-05-30,defect,sbom-scanning,format-compat,wrong-result,high,yes,sbom-scanning,format-compat,wrong-result,high,"PR1496 grype/image scanner use @ for digest OCI refs; OCI reference format compat","Grype/Trivy CLI use ':' instead of '@' for digest refs, failing all digest-pinned OCI manifest scans."
1484,CLOSED,2026-05-29,2026-05-29,defect,sbom-scanning,error-handling,wrong-result,med,yes,sbom-scanning,error-handling,wrong-result,low,"PR1485 sbom.rs convert projection + mesh peers/sync_policies/sync_worker; mixed sbom+mesh","SBOM convert returned metadata-only projection; mesh sync timestamps dropped, filter contract mismatch, peer-failover no connect timeout."
1490,CLOSED,2026-05-29,2026-05-29,test,format-npm,test-infra,none,high,no,format-npm,test-infra,none,,,"npm proxy unit test flaky under llvm-cov instrumentation (timeout/race), blocking coverage gate on main and PRs."
1492,CLOSED,2026-05-29,2026-05-29,defect,format-incus,validation-input,degraded,high,yes,format-incus,validation-input,degraded,high,"PR1498/1500 incus_scanner.rs extraction caps/perms/symlink guards reject real OS images","Incus extraction hardening (size cap, perms, absolute symlinks) rejects real OS rootfs images; rootfs scan skipped silently."
1493,CLOSED,2026-05-29,2026-05-30,test,storage-cas,test-infra,none,med,no,storage-cas,test-infra,none,,,"Unit test for OCI blob GC fails under llvm-cov coverage job, blocking PR coverage gates; regression-or-stale-fixture."
1497,CLOSED,2026-05-29,2026-05-30,defect,sbom-scanning,design-gap-other,wrong-result,high,yes,sbom-scanning,design-gap-other,wrong-result,med,"PR1518 repositories.rs rollup_scan_status aggregates multi-scanner status; silent completed gap","Failed format-native scanner still rolls up to overall status 'completed'; silent scan gap"
1515,CLOSED,2026-05-30,2026-05-30,defect,ci-cd-release,build-ci,degraded,high,yes,ci-cd-release,build-ci,degraded,high,"PR1516 ci.yml caps CARGO_BUILD_JOBS=4 to stop clippy OOM on ARC runners","Clippy step OOMs (SIGKILL) on ARC runners; no -j cap; intermittently blocks PRs"
1522,CLOSED,2026-05-30,2026-06-02,defect,format-oci-docker,inv-streaming,outage-oom,high,yes,format-oci-docker,inv-streaming,outage-oom,high,"PR1448 oci blob upload streams per-chunk to storage backend; was O(n^2) heap RMW","OCI blob upload buffers whole blob in heap, O(n^2) RMW per PATCH; OOM on multi-GiB layers"
1523,OPEN,2026-05-30,"",enhancement,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Lift ~50 GiB S3 object ceiling via adaptive multipart part sizing for OCI uploads"
1525,CLOSED,2026-05-30,2026-05-30,defect,ci-cd-release,build-ci,degraded,high,yes,ci-cd-release,build-ci,degraded,high,"PR1526 incus_scanner.rs gates PermissionsExt on cfg(unix); Windows cross-build break","Windows cross-build fails: unguarded std::os::unix PermissionsExt in incus_scanner"
1527,OPEN,2026-05-30,"",defect,format-oci-docker,inv-lifecycle-gc,degraded,high,no,format-oci-docker,inv-lifecycle-gc,degraded,,,"Final oci-blobs/<digest> object orphaned with no journal entry if DB row commit fails; storage leak"
1528,CLOSED,2026-05-30,2026-06-02,defect,format-oci-docker,inv-streaming,outage-oom,high,yes,format-oci-docker,inv-streaming,outage-oom,high,"PR1534 oci_v2.rs streams blob pulls via get_stream instead of buffering whole layer","OCI blob pulls buffer entire layer in heap; should stream via get_stream/Body::from_stream"
1529,OPEN,2026-05-30,"",test,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Add OCI push/pull E2E coverage against object-storage backends (MinIO/Azurite/fake-gcs)"
1530,CLOSED,2026-05-30,2026-06-01,defect,sbom-scanning,auth-logic,degraded,high,yes,sbom-scanning,config-error,degraded,med,"PR1531/1537 docker/init-dtrack.sh provisioning script fails to grant DT team perms; bootstrap config","dtrack-init API key lacks required permissions; DT returns 403 on project create, SBOM skipped"
1532,OPEN,2026-05-31,"",enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"No way to set display name for env-bootstrapped OIDC provider; shows 'Sign in with default'"
1533,OPEN,2026-05-31,"",chore,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Post-merge LOW-severity robustness/hygiene/test follow-ups for OCI streaming upload #1448"
1535,CLOSED,2026-06-01,2026-06-01,release-task,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Release-tracking issue: cut v1.2.0-rc.3 (CHANGELOG + tag)"
1538,CLOSED,2026-06-01,2026-06-02,defect,ci-cd-release,build-ci,degraded,high,yes,ci-cd-release,build-ci,degraded,high,"PR1568 release.yml portable sed for macOS BSD sed; release job build failure","release.yml 'Set version from tag' sed -i fails on macOS BSD sed, blocking release job"
1539,CLOSED,2026-06-01,2026-06-02,feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Wire HTTP endpoint for ProxyService::invalidate_cache to evict stale cached artifacts"
1541,CLOSED,2026-06-01,2026-06-02,feature,api-routing,n/a,none,high,no,api-routing,n/a,none,,,"Expose per-artifact proxy cache metadata (cache_expires_at/cached_at) on metadata endpoint"
1543,CLOSED,2026-06-01,2026-06-04,defect,format-npm,format-compat,wrong-result,high,yes,format-npm,format-compat,wrong-result,high,"PR1557 npm.rs + npm dist_tags migration; npm dist-tag/semver compat as labeled","npm only serves single latest dist-tag picked by recency not semver; custom tags unsupported"
1544,OPEN,2026-06-01,"",automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Weekly Trivy container scan: 223 CRITICAL/HIGH findings with fixes available"
1545,OPEN,2026-06-01,"",enhancement,format-pypi,n/a,none,high,no,format-pypi,n/a,none,,,"Emit upload-time metadata in simple index (PEP 691 JSON/HTML) for uv age-gating"
1546,OPEN,2026-06-01,"",enhancement,format-pypi,n/a,none,high,no,format-pypi,n/a,none,,,"Support non-PEP-503 flat upstream indexes (PyTorch whl CDN) via flag/detection; avoid prepending simple/"
1547,OPEN,2026-06-01,"",defect,format-maven,path-normalization,cosmetic,med,no,format-maven,path-normalization,cosmetic,,,"Maven remote proxy creates empty dirs under maven/ prefix from pre-proxy storage.get probes"
1548,CLOSED,2026-06-01,2026-06-02,defect,observability,design-gap-other,wrong-result,high,yes,proxy-remote,inv-cache-correctness,wrong-result,med,"PR1567 proxy_service.rs list_cached_artifacts; proxy-cache tracking not observability","Proxy-cached items no longer in artifacts table so ak_storage_used_bytes under-reports"
1550,OPEN,2026-06-01,"",defect,api-routing,db-schema-query,degraded,med,no,api-routing,db-schema-query,degraded,,,"DELETE repository returns DATABASE_ERROR 500 on repos with ~13.5k artifacts"
1551,OPEN,2026-06-01,"",defect,storage-cas,inv-lifecycle-gc,data-loss,high,no,storage-cas,inv-lifecycle-gc,data-loss,,,"Deleting repo on S3 backend leaves orphaned files in S3; delete doesn't reclaim storage"
1552,CLOSED,2026-06-01,2026-06-01,defect,format-maven,validation-input,degraded,high,no,format-maven,validation-input,degraded,,,"Maven UI download auth/ticket rejects resource_path without leading slash"
